Categoria;Especie;Numero;Ano;Data;NUP;Normativo;Situacao;Legislacao;Palavras;Descricao;Interessados;Correlacoes;Link
Normas;Parecer PFE;5;2024;01/03/2024;52402.011283/2023-91;Não;Vigente;"Arts. 35 a 37, 216, 217, da Lei 9279/1996 LPI
Art. 8º, da Lei Complementar n.95, de 1995.";Especificações. Apresentação. Pedidos de patente. ;Nova portaria normativa (0920571) que regula e consolida as especificações de apresentação dos pedidos de patente em substituição às Instruções Normativas 30/2013 (0899430) e 31/2013 (0899432). ;DIRPA;Substituição às Instruções Normativas 30/2013 e 31/2013;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2024/8-parecer-cgpi-05_2024.pdf
Projeto de Lei;Parecer PFE;2;2024;07/02/2024;52402.013587/2023-92;Não;Vigente;Art. 228 da LPI. ;Projeto de Lei. Alterações LPI. Marcas e Patentes. ;Proposta de emenda da Lei da Propriedade Industrial (LPI), abrangendo modificações concernentes a patentes e marcas ;Presidência do INPI;"Despacho Nº0193-2014-AGU/PGF/PFE/INPI/COOAD-MSM-3. 2. 3
Nota Nº 312-216/PGF/PFE/INPI/COOPI-DJT-2. 8. 
PARECER n. 00026/2019/CGPI/PFE-INPI/PGF/AGU aprovado pelo DESPACHO DE APROVAÇÃO n. 00136/2019/PROCGAB/PFE-INPI/PGF/AGU (Processo NUP: 52400. 080336/2017-95
Parecer n. 00030/2019/CGPI/PFE-INPI/PGF/AGU, aprovado pelo Despacho n. 00142/2019/PROCGAB/PFEINPI/PGF/AGU";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2024/3-parecer-cgpi-02_2024.pdf
Institucional;Parecer PFE;3;2024;07/02/2024;52402.010705/2023-19;Não;Vigente;Art. 221 da LPI;"Efeito devolutivo em sede recursal. Competência para avaliar se há inovação ou ""novo pedido"". Exame técnico. Exigências não cumpridas satisfatoriamente. Preclusão administrativa. Justa causa. Art. 221 da LPI. Juntada de documentos. Teoria da causa madura. ";"Nova consulta sobre o efeito devolutivo em sede recursal. Esclarecimentos a respeito do PARECER n. 00019/2023/CGPI/PFE-INPI/PGF/AGU. A competência para avaliar se há ou não inovação ou ""novo pedido"" em sede recursal é do órgão recursal. Exame técnico. Exigências que não foram cumpridas satisfatoriamente em primeira instância (total ou parcialmente) não poderão ser realizadas em grau recursal, por força da preclusão administrativa. Excepcionalmente, comprovada a justa causa, nos termos do art. 221 da LPI, é possível aceitar a juntada de tais documentos em grau de recurso, decidindo a segunda instância ou (i) pelo encaminhamento à primeira instância, ou (ii) pela apreciação direta com suporte na teoria da causa madura. ";CGREC; PARECER n. 00019/2023/CGPI/PFE-INPI/PGF/AGU. ;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2024/5-parecer-cgpi-03_2024.pdf
Patentes;Nota Jurídica PFE;1;2024;09/01/2024;52402.013537/2023-13;Não;Vigente;Art. 212 da Lei 9279/96.;Processos Administrativos de Nulidade (PAN). Patente de invenção. ;Viabilidade processual de darmos prosseguimento ao exame dos processos administrativos de nulidade instaurados junto a patente de invenção PI0919466-5;CGREC;Parecer nº 0017-2015- AGU/PGF/PFE/INPI/COOPI-LBC-1. 0. ;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2024/1-nota-juridica-1_2024.pdf
Normas;Nota Jurídica PFE;7;2024;02/01/2024; 52402.013806/2023-33;Não;Vigente;Art. 69-A da Lei do Processo Administrativo (Lei 9.784/99);Prioridade Idoso. Marcas. ;cobrança de taxa para estabelecer prioridade de tramitação de processo administrativo em favor de idoso, informamos o procedimento atualmente utilizado na DIRMA;"CGREC
DIRMA";"Parecer INPI/PROC/DICONS/No 008/00;
Nota nº 0144-2014-AGU/PGF/PFE/INPI/COOP;
PARECER n. 00009/2021/CGPI/PFE-INPI/PGF/AGU";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2024/11-nota-juridica-7_2024-1.pdf
Patentes;Parecer PFE;25;2023;18/12/2023;52402.014031/2023-13;Não;Vigente;"Arts. 30 a 37 da Lei nº 9.279/1996 
Art. 2º da Lei nº 5640/1970
Art. 2º da Lei nº 9784/1999
Art. 5º, LXXVIII da Constituição Federal";Consulta jurídica sobre minuta inicial do projeto que disciplina o novo ordenamento da fila de exame de pedidos de patente;1. Minuta de Portaria que disciplina o novo ordenamento da fila de exame de pedidos de patente a partir do critério momento do requerimento de exame. 2. Legalidade da medida. A Lei n º 9. 279/1996 estabeleceu normas gerais sobre os processos de exame de pedido de patente, em seus artigos 30 a 37. Cabe ao INPI, nos termos do art. 2º da Lei nº 5640/1970, regular tais normas gerais 3. Razoabilidade da medida. Antes do requerimento de exame técnico, de acordo com o artigo 33 da LPI, o pedido não pode ser analisado. Art. 2º da Lei nº 9784/1999 3. Duração razoável do processo. Art. 5º, LXXVIII da Constituição Federal. 4. Inexistência de óbices jurídicos à edição do ato normativo,;DIRPA;NOTA TÉCNICA/SEI Nº 27/2023/ INPI /DIRPA /PR (0932350);https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2023/23-parecer-cgpi-25_2023.pdf
Patentes;Parecer PFE;23;2023;13/12/2023;52402.013830/2022-91;Não;Vigente;Projetode Lei do Senado nº 4819, de 2019;Projeto de Lei. Redução dos prazos de pedido de patente. Retribuição serviços do INPI. ;1- Proposição normativa semelhante ao Projeto de Lei nº 173, de 2017, analisado por meio do PARECER n. 00005/2018/PROCGAB/PFE-INPI/PGF/AGU. 2- A redução dos prazos previstos no trâmite do pedido de patente, conforme disposto no Projeto de Lei do Senado nº 4819, de 2019, não promoverá a redução do estoque de pedidos pendentes de exame. II. A medida legislativa de reforço da autonomia administrativa e financeira é salutar para o fortalecimento do INPI no exercício de suas funções institucionais. III. Recomenda-se a não alteração da natureza jurídica da retribuição que remunera os serviços prestados pelo INPI. ;DIRPA;"PARECER n. 00005/2018/PROCGAB/PFE-INPI/PGF/AGU
Ofício SEI nº 79/2022/COINS-DF /GAB/PR (0736053)";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2023/22-parecer-cgpi-23_2023.pdf
Patentes;Parecer PFE;22;2023;12/12/2023;52402.002936/2021-89;Não;Vigente;inciso II, do Art. 12, da LPI;Consulta sobre o exame técnico do pedido PI1104566-3;I. A hipótese legal do período de graça previsto no inc. II, do artigo 12, da LPI, pressupõe a observância de 2 requisitos: i) publicação tenha ocorrido no período de 12 meses, e ii) a comprovação de que a informação foi obtida sem o consentimento do depositante alegante. II. A decisão judicial no autos do Processo n. 0000524-68. 2016. 4. 03. 6126 não fez coisa julgada em relação à alegação de que a informação revelada no pedido MU9102010 foi obtida do autor sem seu consentimento. III. A alegação do depositante do pedido PI1104566-3 para se configurar na hipótese legal do período de graça previsto no inc. II, do artigo 12, da LPI deve vir acompanhada da comprovação dos fatos e preenchimento dos requisitos legais. ;DIRPA;Processo n. 0000524-68. 2016. 4. 03. 6126;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2023/21-parecer-cgpi-22_2023.pdf
Patentes;Parecer PFE;21;2023;06/12/2023;52402.009716/2023-48;Não;Vigente;"Arts. 40-A, 142-A e 186-A LPI
Lei Complementar nº 95, de 1998
Art. 27 do Acordo TRIPS
Art. 68, Lei nº 9.279/1996";Projeto de Lei. Adiciona art. 40-A. ;PL 3697/2023,  aguardando  o Parecer do Relator na Comissão de Indústria, Comércio e Serviços (CICS), o qual adiciona o art. 40-A;Presidência do INPI;"Ofício SEI nº 42/2023/COINS-DF /GAB/PR (0877628)
Nota Técnica da CGPAT II/DIRPA (0885211)
Nota nº 0251-2015-AGU/PGF/PFE/INPI/COOPI-LBC-2. 8
Despacho nº 0548/2015-AGU/PGF/ PFE/INPI/COOPI-MSM-3. 2. 3";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2023/20-parecer-cgpi-21_2023.pdf
Consulta sobre Aplicação da LPI;Nota PFE;7;2023;05/12/2023;52402.010705/2023-19;Pedido de normatização;Vigente;"Art. 283 do novo Código de Processo Civil
 Art. 216, §2º da LPI";Efeito devolutivo;Limites e alcance do efeito devolutivo pleno, insculpido no artigo 212, § 1º, da Lei nº 9. 279/1996;CGREC;"NOTA TÉCNICA/SEI Nº 252/2023/ INPI /CGREC /PR (0927515)
Parecer n. º 16/2023/CGPI/PFE-INPI/PGF/AGU";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2023/9-nota-cgpi-07_2023.pdf
Patentes;Parecer PFE;20;2023;10/11/2023;52402.010091/2023-67;Não;Vigente;Art. 220 da LPI;Controle de pagamento. Arquivamento. Extinção. Restauração. Pedidos de patentes. ;Análise da minuta de Portaria referente aos procedimentos relativos ao controle de pagamento das retribuições anuais, arquivamento dos pedidos e extinção das patentes, bem como a restauração das patentes e pedidos de patentes;DIRPA;"Resolução INPI PR n. º 113, de 15 de outubro de 2013
NOTA TÉCNICA/SEI Nº 2/2023/ INPI /SEPAN /CADPAT /DIRPA /PR (0884107)";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2023/19-parecer-cgpi-20_2023.pdf
Consulta sobre Aplicação da LPI;Parecer PFE;19;2023;07/11/2023;52402.010705/2023-19;Sim;Vigente;Art. 212, § 1º, da Lei nº 9.279/1996;Efeito devolutivo;Limites e alcance do efeito devolutivo pleno, insculpido no artigo 212, § 1º, da Lei nº 9. 279/1996;"CGREC
DIRPA";"PARECER n. 00003/2024/CGPI/PFE-INPI/PGF/AGU
Pareceres nº 00016/2023/CGPI/PFE-INPI/PGF/AGU, n. º00017/2023/CGPI/PFE-INPI/PGF/AGU, nº 0018/2023/CGPI/PFE-INPI/PGF/AGU e n. º 00019/2023/CGPI/PFE-INPI/PGF/AGU. 
Portaria nº 10 de 08 de março 2024. ";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2023/18-parecer-cgpi-19_2023.pdf
Consulta sobre Aplicação da LPI;Parecer PFE;18;2023;18/10/2023;52402.010705/2023-19;Sim;Vigente;Art. 212, § 1º, da Lei nº 9.279/1996;Efeito devolutivo;Limites e alcance do efeito devolutivo pleno, insculpido no artigo 212, § 1º, da Lei nº 9. 279/1996;"CGREC
DIRMA";"Pareceres nº 00016/2023/CGPI/PFE-INPI/PGF/AGU, n. º00017/2023/CGPI/PFE-INPI/PGF/AGU, nº 0018/2023/CGPI/PFE-INPI/PGF/AGU e n. º 00019/2023/CGPI/PFE-INPI/PGF/AGU. 
Portaria nº 10 de 08 de março 2024. ";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2023/17-parecer-cgpi-18_2023.pdf
Consulta sobre Aplicação da LPI;Parecer PFE;17;2023;16/10/2023;52402.010705/2023-19;Sim;Vigente;Art. 212, § 1º, da Lei nº 9.279/1996;Efeito devolutivo;Limites e alcance do efeito devolutivo pleno, insculpido no artigo 212, § 1º, da Lei nº 9. 279/1996;"CGREC
DIRMA";"Pareceres nº 00016/2023/CGPI/PFE-INPI/PGF/AGU, n. º00017/2023/CGPI/PFE-INPI/PGF/AGU, nº 0018/2023/CGPI/PFE-INPI/PGF/AGU e n. º 00019/2023/CGPI/PFE-INPI/PGF/AGU. 
Portaria nº 10 de 08 de março 2024. ";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2023/16-parecer-cgpi-17_2023.pdf
Consulta sobre Aplicação da LPI;Parecer PFE;16;2023;06/10/2023;52402.010705/2023-19;Sim;Vigente;Art. 212, § 1º, da Lei nº 9.279/1996;Efeito devolutivo;Limites e alcance do efeito devolutivo pleno, insculpido no artigo 212, § 1º, da Lei nº 9. 279/1996;"CGREC
DIRMA
DIRPA";"Pareceres nº 00016/2023/CGPI/PFE-INPI/PGF/AGU, n. º00017/2023/CGPI/PFE-INPI/PGF/AGU, nº 0018/2023/CGPI/PFE-INPI/PGF/AGU e n. º 00019/2023/CGPI/PFE-INPI/PGF/AGU
NOTA n. 00007/2023/CGPI/PFE-INPI/PGF/AGU
Portaria nº 10 de 08 de março 2024. ";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2023/15-parecer-cgpi-16_2023.pdf
Patentes;Parecer PFE;13;2023;12/09/2023;52402.009730/2023-41;Não;Vigente;Art. 53, da Lei nº 9.784/99;Anulação de ato de deferimento de patente. ;Possibilidade de anulação de ato de deferimento de patente;DIRPA;"Pedido de patente BR 112016017897-1
Parecer 0016-2013-AGU/PGF/PFE/INPI/COOPI-LBC-1. 0";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2023/14-parecer-cgpi-13_2023.pdf
Consulta sobre Aplicação da LPI;Parecer PFE;11;2023;17/07/2023;52402.002425/2023-29;Não;Vigente;Arts. 221 e 240 da Lei n. 9.279/96;"Flexibilidade prazos. Turquia
";flexibilidade na aplicação de prazos para requisições provenientes da Turquia;Presidência do INPI;"Portaria/INPI/ Nº 49, de 03 de dezembro de 2021 
Portaria/INPI/nº 120, de 16 de março de 2020
Portaria/INPI/ Nº 49, de 03 de dezembro de 2021 
NOTA n. 00012/2021/CGPI/PFE-INPI/PGF/AGU";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2023/13-parecer-cgpi-11_2023.pdf
Retribuições do INPI;Parecer PFE;10;2023;05/07/2023;52402.005941/2023-13;Pedido de normatização;Vigente;PL nº 2694/2021;Projeto de Lei. Isenção EMBRAPA. ;Tramitação do PL 2694/2021 - isenção de serviço para a EMBRAPA;EMBRAPA;"Nota Técnica1 (0834883), Despacho DIRMA (0843333) e Despacho DIRPA (0845690) 
NOTA TÉCNICA/SEI Nº 1/2023/ INPI /SEARC /DICON /CGOF /DIRAD /PR( 0834883)";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2023/12-parecer-cgpi-10_2023.pdf
Transferência de Tecnologia;Parecer PFE;9;2023;03/07/2023;52402.002112/2023-71;Pedido de normatização;Vigente;"Art. 2º da Lei de Ação Popular (Lei n. 4.717/65)
Art. 17, inciso XI, do Anexo I do Decreto nº 8.854, de 22 de setembro de 2016"" pela ao Decreto nº 11.207, de 26 de setembro de 2022, e o inciso XII do Art. 152 do Regimento Interno do INPI";Averbação. Registro. Licença de PI;Atos normativos - procedimentos e diretrizes de exame de averbação e registro de licença de PI;Presidência do INPI;"NOTA TÉCNICA/SEI Nº 7/2023/ INPI /CGTEC /PR (0836719)
PARECER n, 00004/2020/CGPI/PFEINPI/PGF/AGU
PARECER n. 00035/2020/CGPI/PFE-INPI/PGF/AGU e NOTA n. 00016/2020/CGPI/PFE-INPI/PGF/AGU 
PARECERES nº 0051-2016-AGU/PGF/PFE/INPI/COOPI-LBC-1. 0 e nº 0016-2-17-AGU/PGF/INPI/COOPI-LBC-1. 0
PARECERES nº 0026-2017-AGU/PGF/PFE/INPI/COOPI-DJT-1. 0 e nº 00016/2020/CGPI/PFE-INPI/PGF/AGU
PARECER n. 00031/2021/CGPI/PFE-INPI/PGF/AGU e NOTA n. 00002/2023/PROCGAB/PFE-INPI/PGF/AGU
NOTA n. 00001/2023/CGPI/PFE-INPI/PGF/AGU";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2023/11-parecer-cgpi-09_2023.pdf
Patentes;Parecer PFE;8;2023;20/06/2023; 52402.011872/2022-98;Pedido de normatização;Vigente;"Inciso XXIX ao Art. 7º na Lei nº 9.782, de 26 de janeiro de 1999
Art. 31 da Lei nº 9279, de 1996";Projeto de Lei;Projeto de Lei nº 2713, de 2021. ;"DIRPA
ANVISA
SUS";"Projeto de Lei nº 2713, de 2021
NOTA TÉCNICA/SEI Nº 14/2023/ INPI /DIRPA /PR (0834300)
DESPACHO Nº 0002-COOPI-PF-INPI-MSM-3. 2. 3/2011, a respeito dos PARECERES nº210/PGF/AE/2009 e nº 337/PGF/EA/2010 e o alcance da interpretação do art. 229-C da Lei nº 9279/96;
PARECER Nº 0006-2015-AGU/PGF/PFE/INPI/COOPI-LBC-1. 0, sobre pedidos de patentes de produtos e processos farmacêuticos em exame de patenteabilidade realizada pela ANVISA, em sede de prévia anuência;
PARECER Nº 00032-2015-AGU/PGF/PFE/INPI/COOPI-LBC-1. 0, sobre pedidos de patente com anuência prévia concedida, mas com análise de patenteabilidade realizada pela ANVISA;
PARECERES Nº 0037-2016-AGU/PGF/PFE/INPI/COOPI-LBC-1. 0, Nº 0058-2016-AGU/PGF/PFE/INPI/COOPI-LBC-1. 0 e Nº 0013-2017-AGU/PGF/PFE/INPI/COOPI-LBC-1. 0, a respeito da minuta de Portaria Conjunta INPI e ANVISA sobre o art. 229-C da Lei nº 9. 279, de 1996. ";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2023/10-parecer-cgpi-08_2023.pdf
Patentes;Parecer PFE;6;2023;05/05/2023;52402.011764/2021-34;Pedido de normatização;Vigente;Arts. 2º, parágrafo único, XIII da Lei 9.784/1999 e 23 e 24 do Decreto Lei 4.657/1942 c/c Arts. 5º e 6º do Decreto nº 9.830/2019.;Marco temporal. Aplicabilidade;Consulta à Procuradoria - Marco temporal para aplicação da Nota Técnica CPAPD - evento elite;DIRPA;"NOTA TÉCNICA/SEI Nº 2/2023/ INPI /CPAPD - PATENTES/PR (0810380)
PARECER n. 00054/2018/PROCGAB/PFE-INPI/PGF/AGU
NUP: 52402. 007465/2018-08
Instrução Normativa INPI/PR/nº 118/2020";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2023/8-parecer-cgpi-06_2023.pdf
Institucional;Instrução Normativa;2;2023;19/04/2023;52402.004204/2023-95;Sim;Vigente;Art. 158, VII do Regimento Interno do INPI;Dispensa. Aprovação de manifestações jurídicas. PFE. ;Disciplina no âmbito da Procuradoria Federal Especializada junto ao INPI a dispensa de aprovação de manifestações jurídicas;PFE/INPI;"Portaria do Ministério da Indústria, Comércio Exterior e Serviços (MDIC) nº 11, de 2017;
Portaria PGF nº 526, de 26 de agosto de 2013; 
Portaria PGF nº 261, de 5 de maio de 2017; 
Portaria Normativa AGU nº 1, de 28 de dezembro de 2020;
Instrução Normativa PFE/PR/INPI 01, de 23 de fevereiro de 2021. ";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2023/instrucao-normativa-02_2023.pdf
Consulta sobre Aplicação da LPI;Parecer PFE;2;2023;09/03/2023;52402.004056/2019-22;Pedido de normatização;Vigente;—;Encerramento. Plataforma Vitrine de PI;Consulta sobre possíveis consequências jurídicas de eventual encerramento da plataforma Vitrine de PI;Parque Tecnológico da Paraíba;"Despacho n. 00092/2019/CGMA/PFE-INPI/PGF/AGU
Parecer n. 00042/2019/CGMA/PFE-INPI/PGF/AGU
Nota n. 00112/2019/CGMA/PFE-INPI/PGF/AGU
Parecer n. 00054/2019/CGMA/PFE-INPI/PGF/AGU
Despacho 00007/2021/CGPI/PFE-INPI/PGF/AGU
PARECER n. 00022/2021/CGPI/PFE-INPI/PGF/AGU
DESPACHO DE APROVAÇÃO n. 00048/2021/PROCGAB/PFE-INPI/PGF/AGU
PARECER n. 00022/2021/CGPI/PFE-INPI/PGF/AGU";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2023/4-parecer-cgpi-02_2023.pdf
Transferência de Tecnologia;Nota PFE;3;2023;09/03/2023;52402.004056/2019-22;Não;Vigente;—;"Descontinuação. “Vitrine de PI"". ";A Coordenação-Geral de Disseminação para Inovação (CGDI - 0770632 ) submeteu à apreciação da Procuradoria consulta sobre consequências jurídicas de eventual descontinuação da ferramenta “Vitrine de PI”, prevista no Termo Aditivo do Acordo de Cooperação Técnica entre o INPI e o Parque Tecnológico da Paraíba-PaqTcPB. ;"Parque Tecnológico da Paraíba
CGDI"; PARECER n. 00002/2023/CGPI/PFE-INPI/PGF/AGU ;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2023/6-nota-cgpi-3_2023.pdf
Transferência de Tecnologia;Nota PFE;4;2023;09/03/2023;52402.004056/2019-22;Não;Vigente;Lei nº 14.133, de 1º de abril de 2021, nova Lei de Licitações;Acordo de confidencialidade. Ações de matchmaking e rodadas de negócios. Tecnologias verdes. ;"A Coordenação de Relações Internacionais (COINT) submete à Procuradoria minuta de acordo de confidencialidade a ser apresentado pelo INPI como base para negociação pelas participantes de ações de
matchmaking e rodadas de negócios (0797153). 
2. A COINT explica que, no âmbito das ações recentes de matchmaking e rodadas de negócios em tecnologias verdes promovidas pelo INPI, a área gostaria de fornecer uma minuta de acordo de confidencialidade aos participantes de showcases em rodadas de negociação realizadas pelo INPI e demais parceiros. 
3. Por fim, acrescenta a Coordenação que não caberá nenhuma responsabilidade ao INPI ou na guarda dedocumentos eventualmente assinados e que o modelo proposto já é utilizado pela Fundação Oswaldo Cruz (FIOCRUZ). ";"COINT
Fundação Oswaldo Cruz (FIOCRUZ)";"Portaria nº 526, de 26 de agosto de 2013 da PGF/AGU
Portaria Conjunta Nº 1/INPI/PFE-INPI, de 24 de maio de 2022";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2023/7-nota-cgpi-4_2023.pdf
Transferência de Tecnologia;Nota PFE;1;2023;26/01/2023;52402.010009/2020-51;Não;Vigente;"Art. 104 e 425 do CC;
incisos XI e XII do Art. 195 da LPI;
Arts. 2º da Lei n. 5.648/70 e 211 da LPI.";Concessão de efeito normativo ao PARECER n. 00031/2021/CGPI/PFE-INPI/PGF/AGU. ;Trata-se de DESPACHO da CGREC, no qual a referida coordenação solicita a avaliação e possível sugestão ao Presidente em Exercício do INPI que conceda efeito normativo ao PARECER n 00031/2021/CGPI/PFE-INPI/PGF/AGU. A Procuradoria salientou a relevância desse parecer não somente porque embasou relevante conjunto de decisões administrativas tomadas no âmbito de Reunião de Diretoria, mas também porque enfrentou assunto controverso de forma inovadora. Além disso, ressaltou que a sua aplicação afeta de forma horizontal a todos no mercado, de modo que se deve assegurar o amplo conhecimento, já que o registro dos contratos de licenciamento de know-how no INPI gera efeitos em face de terceiros. Além disso, foi conferido efeito normativo ao PARECER n. 00035/2020/CGPI/PFE-INPI/PGF/AGU, o torna possível o averbação de contratos de licenciamento de uso de marca em fase de pedido de registro. Por conseguinte, a Procuradoria recomendou o encaminhamento do feito à Presidência do INPI, com a sugestão de conferir efeitos normativos ao PARECER nº 00031/2021/CGPI/PFE-INPI/PGF/AGU. ;CGREC;"Sobre a concessão de efeito normativo ao PARECER n. 00031/2021/CGPI/PFE-INPI/PGF/AGU: despacho SEI 1082978 ""Uma vez que a questão já foi devidamente tratada pela Alta Administração, que já conferiu efeito normativo ao referido parecer, sugiro, devolução ao Gabinete da Presidência, para encerramento do processo. "" de lavra do Coordenadorda CORED em 17/08/2024. ";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2023/2-nota-cgpi-01_2023.pdf
